,mu [Debye],alpha [Bohr^3],homo [Hartree],lumo [Hartree],gap [Hartree],r2 [Bohr^2],zpve [Hartree],U0 [Hartree],U [Hartree],H [Hartree],G [Hartree],Cv [cal/(mol K)]
Frag_198,-0.0005107336453813192,0.00655540092694858,0.004688742093641453,-0.0015478738309192524,-0.004072590235344028,0.013812100629584373,0.0014332234886839522,-0.010617321659151436,-0.010617031113327851,-0.010617034269631903,-0.010617676033610076,0.010420842290845266
Frag_199,-0.01328937267755123,-0.0006054956305690664,-0.00804204589988622,-0.006362582676033805,-0.0018347212339209337,0.008192910142262779,-0.001941538096639035,-0.007826238569864077,-0.007825967688432942,-0.007825967132378323,-0.007826714089155789,0.0050156604008744915
Frag_200,0.004648892725531377,-0.005828198679642209,-0.008435971184117408,-0.002981265150965259,0.0016936032107352707,0.005921686354760734,-0.006156989868955903,-0.012772370375234404,-0.01277224380477613,-0.012772243257619557,-0.012772656487586668,0.0033291898873175118
Frag_201,0.06490368548256795,-0.003043678210653629,0.004522931241145104,-0.002632791061224691,-0.005059788434441687,0.013997285805293077,-0.003799086921523982,-0.022336964005849617,-0.022336959515876192,-0.02233695874968853,-0.02233695515662758,0.006582498567013158
Frag_202,0.0737440364573976,0.007775181599253878,-0.003049482599361314,-0.027075246613361113,-0.02476348991345164,0.03384287468769297,-0.015716952664110037,-0.018950505864831883,-0.018950250525758862,-0.018950249658254176,-0.018951321687888507,0.00640100824045804
Frag_203,0.013678632002718497,0.004449511853569233,0.006157224313475627,0.011000106644572375,0.007405857628218187,0.01855922981073451,0.012476153929091696,-0.015733459685106876,-0.01573292696592655,-0.015732926187858636,-0.01573455707322113,0.018474038478904605
Frag_204,0.21574244710643534,0.007213789325038773,0.04236117290050361,-0.0016984040204462234,-0.024702451267926896,0.029992633035930128,0.026301535993753913,-0.058308151665651016,-0.058307955577497544,-0.05830795810898317,-0.058308500080496546,0.027823667051240984
Frag_205,-0.010090715235339632,0.008355844299562133,0.0005930347565205802,-0.008336757978117422,-0.008458254086358573,0.019109113303960496,0.01738751825902597,-0.006442848499888978,-0.00644212780228081,-0.006442127115567687,-0.00644402405950464,0.018928875538797352
Frag_206,0.0059604246907954276,0.0018668718165582641,0.001815312520936666,0.007667318834948369,0.006506657950726612,0.01627119991455457,0.012410072575562547,-0.012502753560022518,-0.012502201966746639,-0.012502201290934992,-0.012503756540148235,0.01699319413531345
Frag_207,0.0006663829186073787,0.0010726918782970642,-0.00993287474173631,-0.022625109124182377,-0.016676525768051984,-0.0006416276593866313,-0.01658423004545274,0.009318527599397185,0.009318770762269075,0.009318771349165046,0.009318127947638958,0.0017945903028497748
Frag_208,0.005233152881142976,-0.0065054925033884384,-0.02290606499622211,-0.031202824741101746,-0.01797643679053397,-0.0006094898621729567,-0.020934533214874373,0.004362865122858902,0.00436295916232436,0.004362959740305296,0.004362645694899203,-0.0034774284001276
Frag_209,0.030560891966380545,-0.0062421038100320516,-0.024560540232840645,-0.027982521343052767,-0.013962432661192663,-0.0008094605225115555,-0.020780416459933743,0.004360817132405863,0.004360892357996958,0.0043608929359741705,0.004360583658443463,-0.004320659518808811
Frag_210,-0.00016340807362811676,-0.01575813487346215,-0.031088359458548955,-0.026575191925819527,-0.009024013528677991,-0.004386900507734028,-0.02190084764593148,0.0038558246077224066,0.003855667923283117,0.0038556683333436006,0.003855901469746658,-0.012192720643865756
Frag_211,0.02046565838626447,-0.0018171054377294773,-0.005757299600343128,-0.019624373329300164,-0.016019430976176197,-0.0011785168780838666,-0.015442909142127556,-0.0009521445225741277,-0.0009521428835267607,-0.0009521470123898131,-0.0009522744068216095,-0.0032040629347519813
Frag_212,0.00988557158546737,-0.011692837509606913,-0.015639157314873916,-0.01595616843430953,-0.007064553946517267,-0.004103731346402777,-0.018737782377947473,-0.0007237275115799286,-0.0007239129563227538,-0.0007239125545004873,-0.0007235558557569757,-0.00965236941338021
Frag_213,0.0006349332175472866,-0.017290601650631458,-0.024589300526468,-0.021669327190675675,-0.007771575352138367,-0.004880231367037591,-0.021837376995823637,-0.0042274923699692525,-0.0042277865739958585,-0.004227786178476854,-0.004227216536823246,-0.01329517998201414
Frag_214,-0.01327806987310711,-0.0026494168728048288,-0.04079373192435784,-0.04153717072705721,-0.01835945188805042,0.02467608887030841,-0.031291734853265765,-0.024460913662176776,-0.02446083797238649,-0.02446083680653227,-0.02446128253699454,0.00263542798004934
Frag_215,0.01978167649742066,-0.01962333124302464,-0.06948774306938953,-0.058676606045588324,-0.019491138144707817,0.023919996901137025,-0.04056602251683718,-0.03497675682120067,-0.034976974317548926,-0.03497697538570808,-0.03497693485749204,-0.008199160244968069
Frag_216,-0.0015514727551125505,0.007956627463793898,-0.016537201628712042,0.0012076075701822225,0.010173758651843784,0.0037919638833493357,-0.007581332816737407,0.010162201645417309,0.01016265194405833,0.010162652768709875,0.01016177298876946,0.011203690351552916
Frag_217,0.01747115860190272,0.007876796591212817,-0.012488608513037229,9.999954965240415e-05,0.006900773012805216,0.003152626798006948,-0.007550027895347769,0.010161819641581752,0.0101622433611064,0.010162244185757225,0.01016143085378209,0.01082421828188069
Frag_218,-0.014992337580271827,-0.0035545771179602025,-0.0308001451262385,-0.007870639503109017,0.009072660943701974,0.001245635065551936,-0.013554928608301256,0.0031498535674512073,0.0031500464076225695,0.003150043897846409,0.0031496865273314277,0.0026803625565071116
Frag_219,-0.013086669743449264,0.011745797404847538,-0.007734287556651835,0.004489026749785908,0.008597874781942978,0.004201822148310718,-0.009102234116921603,0.008520166462695435,0.008520699898218752,0.008520700719916544,0.008519727673026776,0.016609400792744013
Frag_220,0.005169931890720256,0.00023459485322521322,-0.02379867361685232,-0.003812859636191441,0.00922418331774815,0.002248937153890315,-0.015085972612311222,0.0015079479338562004,0.0015082338779129033,0.0015082346869958756,0.001507744184254897,0.008067664183501355
Frag_221,0.029923839130761718,0.0002984567091055684,-0.028274422236376107,-0.0028294691500229,0.012618401908912055,0.0021255103011561366,-0.015038724220040347,0.0015071108471904496,0.0015074001029459626,0.0015074009120274367,0.0015069004727326384,0.007867188373108496
Frag_222,-0.008248879409650729,-0.010866823565412206,-0.05570458897471432,-0.011669632240270712,0.0189017334017833,0.00022170648536669682,-0.02105420388214555,-0.005504107828131399,-0.0055040693735747045,-0.005504068577106241,-0.00550407321957172,-0.00043520633879454834
Frag_223,-0.0028391812952478887,0.0010124864517848313,0.006821961456642754,-0.005864899548778806,-0.009434181081692375,0.00299937102758161,-0.0006733562549199052,-0.006649184240336954,-0.0066490541478879,-0.0066490535897165606,-0.006649216118979569,0.004687332727360042
Frag_224,0.002814440849220076,0.004673031394347973,-0.020307230709652367,-0.023522075915089893,-0.011918926022732252,0.03443366840838828,-0.01505510285643233,-0.015505170871203861,-0.015504841346186843,-0.015504847211334492,-0.015506226812087066,0.0030700671643799616
Frag_225,0.0022877550621059587,-0.0010373314396057243,-0.004019979584785853,-0.005313824171737495,-0.0030091184027820255,0.009693280993632364,-0.0037880728068616547,-0.017869508871519314,-0.01786935075072185,-0.017869349976497785,-0.017869841459590828,0.005416459382136458
Frag_226,0.00159413648994304,-0.010456386060294623,-0.007070373445730466,-0.013813191190261503,-0.009634168211530732,0.0044934448847142976,-0.006542689448353285,-0.01394573268527505,-0.013945634383399096,-0.013945633838353715,-0.01394610553880014,0.0004075221627853297
Frag_227,0.008316194107478449,-0.0050092179555593875,-0.004081647267533482,-0.003842707963228596,-0.0015298377115501507,0.007516512145246892,-0.004493386697606032,-0.01811010111407966,-0.01810998164275806,-0.01810998097703449,-0.018110324043293817,0.003047767317053787
Frag_228,0.015510910219959716,-0.014091203998764443,-0.0116661397311236,-0.008938824317508956,-0.0023775385781407534,0.0009401814352678214,-0.010595621734163368,-0.018895579996260833,-0.018895687114922483,-0.01889568657878189,-0.018895425167781508,-0.00350056864014505
Frag_229,0.03365749434491974,0.00909683346524095,-0.01978083113889205,-0.03266516120602067,-0.02111771759648353,0.02202356272917279,-0.01320520392404859,-0.005858980314032374,-0.005858551848145041,-0.005858550791797187,-0.005859624024004124,0.011567290469512947
Frag_230,-0.011717210487607748,0.007067969532665825,0.02293492811432736,-0.027182039793862564,-0.03900571035933149,0.010841471234283835,-0.012016512771276723,-0.02709570253194285,-0.027096044570783788,-0.027096043931604512,-0.02709506149779767,0.003556652047084399
Frag_231,0.0027681609531390585,-0.0018697866213040312,-0.007595604549192899,-0.021673656417570606,-0.01703364518663756,0.0013836888265410447,-0.00693043970347182,-0.0024891895409319036,-0.0024889293330157413,-0.0024889287673606954,-0.002489571904355248,0.004253417363522779
Frag_232,0.013803530806436967,-0.008853452463815893,-0.020883922508603655,-0.029446295912328616,-0.017376477529605826,0.003637469459933085,-0.01135062770268113,-0.007444743981276528,-0.0074446235008964615,-0.007444627641438803,-0.007444988397390329,-0.0007003982106307099
Frag_233,-0.0007159549560141927,-0.008255422540706107,-0.00928863988968058,-0.01829525122981898,-0.012801526003774377,0.0012626640419846735,-0.005022183862257174,-0.0012528596208814884,-0.0012528853929627398,-0.0012528849920919827,-0.0012528423049121763,-0.003939638692601925
Frag_234,-0.00437950388121859,-0.012991175895671626,-0.007766003668306698,-0.02013753841638831,-0.01542760809047503,-0.0016392490111169537,-0.008686921848308873,-0.005583522099426895,-0.005583586909947601,-0.005583586516867475,-0.005583608132149307,-0.005381626887400117
Frag_235,-0.01395065284581665,0.017305226702225594,-0.00912937524501844,-0.0007516033737124287,0.004241415984856409,0.03258907852277181,0.01862922925807053,-0.007837621830220989,-0.007836899441626214,-0.007836898554130277,-0.007838924466006246,0.02077137266447006
Frag_236,-0.00416087480826147,-0.00028189863994777223,-0.007595604549192692,0.006782106137108913,0.010764389188179157,0.011298679331632925,0.008267237166882938,-0.008186388964372336,-0.00818606606693983,-0.008186065511533351,-0.008186823626549843,0.010283334101702553
Frag_237,-0.012235665165629052,0.011390262067400472,-0.013167576046255229,-0.00429534186747034,0.0029859354751458106,0.04590222855209271,0.01766427618860169,-0.021108043102408523,-0.021107243851628422,-0.021107242822711484,-0.021109883480505985,0.023245053500514704
Frag_238,-0.006204870181030388,-0.0014257787776581251,0.00012527858393754983,0.0009709242707194964,0.0008793761301122015,0.011896075998889923,0.008409465194225108,-0.008194327275990745,-0.008193948107079326,-0.008193947551687035,-0.008195043589642195,0.010158945656048378
Frag_239,0.0044067504943483635,-0.006407660120682354,-0.01161361583812339,-0.0002440081555494673,0.006079011705692516,0.010415685191284016,0.0031645910062015766,-0.014313121504756068,-0.014312905512378802,-0.014312904967994066,-0.014313500312054613,0.007555483819071685
Frag_240,0.009084207708144448,0.0023532450822724626,-0.004096019164072252,0.010738949067711298,0.012707957980824133,0.02762352810561318,0.008342862718046413,-0.02353240747202674,-0.023531943049291824,-0.02353194516129819,-0.02353330304799562,0.014119121213582464
Frag_241,-0.009422296886146623,-0.0015897382311956846,0.009171448636640241,-0.002417064045359032,-0.007362748555100498,0.020186835411195245,0.010312880599106315,-0.022837135061167566,-0.022836715836191266,-0.022836714810385475,-0.02283782210292655,0.013505205724516486
Frag_242,-0.015368448594866054,-0.005181275553567417,-0.01238028444690633,-0.0006275499887321685,0.00613340722686898,0.015460907055969433,0.006451164014895568,-0.01999914985432445,-0.019998834582868368,-0.019998833920542615,-0.019999607088520513,0.011735313110260348
Frag_243,-0.0029352265112977463,-0.006339838054330784,-0.004386493466338284,0.0014110073644790484,0.0037629776494386893,-0.002826415728857656,0.0017551898722186414,-0.0015072692192425734,-0.0015071585699388793,-0.0015071581695255453,-0.0015075318913980874,0.0001858801580350054
Frag_244,-0.011609050834306474,0.01249640744973982,-0.0034988113340305993,0.009197332867698268,0.010878668764422157,0.008326233029277489,0.01211112573793061,0.00820381954804219,0.008204457906431534,0.008204458491323556,0.008202880932241387,0.016981476306919763
Frag_245,0.018670226755313702,0.004699982703076559,-0.016025544584747694,0.0033275998767603203,0.011950020634418117,0.0069727819371333995,0.007891372585489883,0.0032453669193729575,0.0032458420287971353,0.0032458379074864633,0.00324462737765912,0.011142480342541736
Frag_246,0.015640731122352945,0.0026826536400006416,-0.010984315680083756,0.005814016136877817,0.01163852210000718,0.004939405752824763,0.006062695430892367,-0.00653828189884838,-0.006537804172817847,-0.006537803378208952,-0.0065387658204534215,0.01480511069555661
Frag_247,-0.008638379885523849,0.006078008464770106,-0.005542844275846653,0.008795241679400692,0.011608217625197932,0.006881614695250962,0.00463411724732684,-0.008180559570961496,-0.008180025285479484,-0.008180027815637427,-0.008181003794732659,0.019703494038757957
Frag_248,0.018803115259172783,-0.004650882799587217,-0.023222954317645837,0.00028632614606008346,0.012911355200660267,0.004856765581310899,-0.0013330989962542573,-0.015193269722128233,-0.015192976290427446,-0.015192978833201105,-0.015193492181738372,0.011239489603408793
Frag_249,-0.004762785599402661,-0.00853212046831235,-0.003346636511072752,-0.019537243336687563,-0.01724566098341071,-0.007749301182284719,-0.015117966600674512,0.003603706688510937,0.0036036266694884902,0.0036036270790955963,0.0036038688437122816,-0.0048252865933507815
Frag_250,0.0201355965828979,-0.013906400632184839,-0.011554027916860672,-0.025457401034574802,-0.018558702026761048,-0.008609820850870354,-0.01825610591609948,9.947685174344821e-05,9.9321280961697e-05,9.932168426490053e-05,9.971662496256445e-05,-0.00802016063601497
Frag_251,-0.003943690981678821,-0.01681170451412404,-0.001824000289698868,-0.026533793062870726,-0.02490169372174753,-0.008139376322328473,-0.01594800179257798,-0.0053195605166678865,-0.00531963542322312,-0.005319635029668179,-0.005319579329676201,-0.006786799076175139
Frag_252,0.005114333570009427,-0.020962140950982536,-0.0015640388178429683,-0.027941382163793504,-0.026416741311007682,-0.007400318184167047,-0.018671124591704346,-0.00881840988934467,-0.008818639994193836,-0.00881863960693338,-0.008818178501082121,-0.008699222250555071
Frag_253,-0.0009286402866143216,0.005941692352740135,0.00044041802866885736,-0.00864606978536258,-0.0086770916606038,-0.002438846680418364,0.0024612306109644353,0.00856444436235714,0.00856496494852159,0.00856496553406208,0.008563779586091965,0.012805805098618233
Frag_254,0.0033638864519345965,0.0009673352526535572,0.0005717238479001008,0.0048206490540385494,0.004407696317594507,-0.004342675441704114,-0.0015609598622666602,0.003615433157565426,0.0036157812142722534,0.003615781790909601,0.003615051794453324,0.010845974637148693
Frag_255,0.013155982743694313,-0.0016214406723173173,-0.011718663624123254,-0.014032757157533568,-0.007320047235761115,-0.003717729334109326,-0.0017495075083731927,0.0036059306697523675,0.0036062786116487573,0.0036062791882690032,0.003605460271804968,0.006826513842622641
Frag_256,-0.01743055997491309,-0.0066108491290319555,-0.011902485509817014,-0.0006685025816056078,0.005821882659145683,-0.005735014185183119,-0.005759812307878816,-0.001343042957232872,-0.001342867544340107,-0.001342866976622916,-0.0013432158514943547,0.004779896446161485
Frag_257,0.009388556914303233,-0.010335975207270044,-0.014397327381360415,-0.008675345074987753,-0.0006348027120646747,-0.007334436909176665,-0.010397031426688281,-0.006271790329881444,-0.006271777807050711,-0.006271777248200171,-0.006271647379977635,0.0029271020090645876
Frag_258,0.01899425236894346,-0.008914296442886301,-0.030242875733486146,-0.03782506977650335,-0.020471485916680757,-0.0034801082269992466,-0.02066982974817993,-0.008734847805798229,-0.008734873132121106,-0.008734875217508872,-0.008734844053130617,-0.006118507288834381
Frag_259,0.002059160793985021,-0.010892863919497182,-0.0072804611911927,-0.020473361772438817,-0.016048000870236834,-0.005867917317152403,-0.00705668528645577,-0.013941275017981742,-0.013941223635073304,-0.013941223090019514,-0.013941258109136472,0.00391786181341745
Frag_260,-0.008286928284511634,0.0032851896290721242,-0.0015029347061810432,-0.00674316375867854,-0.005763013552493083,-0.001093808380008518,0.003857501048024452,-0.001707129626969599,-0.0017068928510690926,-0.0017068922840071873,-0.001707627952426833,0.005691110985771471
Frag_261,-0.005428177728510073,-0.008393771504509233,-0.008471611796509607,-0.009622013624508957,-0.004781882084825345,-0.005599741854111185,-0.004939586076725231,-0.0012624647456656289,-0.00126247734854026,-0.0012624769476867915,-0.0012624007201367464,-0.003101035850307371
Frag_262,0.005516110465722453,-0.017304595434659356,-0.004076566330493106,-0.015877112264155942,-0.013276767975256036,-0.006830610235398538,-0.011111460584622765,-0.018889130705224362,-0.018889223654117052,-0.018889223117964076,-0.018888844500185763,0.002454136800515012
Frag_263,-0.005672432042668233,-0.011382022962274413,-0.006781495947499131,-0.03225674116588848,-0.027775744423592326,-0.00047232806598804044,-0.006893344308111308,-0.013942200371466271,-0.013942092632347131,-0.013942092087295337,-0.013942376024117197,0.004262099091626696
Frag_264,-0.026794953066424577,0.0028292676685157765,0.0032629756526066033,-0.044871250876014145,-0.045563893659558805,0.019284723069886312,0.000576622696642451,-0.013557701492793603,-0.013557039301232228,-0.013557038424026344,-0.013559064613399188,0.0164777391832127
Frag_265,-0.01888217677987272,-0.0056249571647947125,0.002598510271357114,-0.03667694032458788,-0.03722385495714298,0.01552913524023603,-0.005709435027341268,-0.02138363310311138,-0.0213833061383192,-0.02138330527519204,-0.02138429698437449,0.012998364322406477
Frag_266,-0.01384999153731182,0.004185943479453604,0.005173324143893337,-0.0327603381149295,-0.03479322357775183,0.010051271748634873,0.0007728911632588449,-0.013262515510624297,-0.013262108252912212,-0.013262110346443893,-0.013263225570592103,0.011876694776962701
Frag_267,0.08329163864184697,-0.007753529161866734,0.007420091293158036,-0.0209859632175225,-0.024505796005784217,0.005721765768014235,-0.00879860521050699,-0.023955344846719316,-0.023955383162947454,-0.02395538239967157,-0.02395534333275823,0.004026422229939548
Frag_268,-0.007020119840315781,-0.004920436764114221,0.0014689112021454254,-0.03751026065553812,-0.03740456990861606,0.00918294717639429,-0.007294366280117023,-0.022949430904773253,-0.022949167427201014,-0.022949169538159037,-0.02294995611308996,0.007834660707417507
Frag_269,-0.020278668775807182,-0.013465105925128878,0.0006217112814016555,-0.02589008044934466,-0.025594783133475116,0.005737227987962586,-0.01345415559087651,-0.030776031042348714,-0.030776141426108742,-0.03077614057987875,-0.030775919391010192,0.0034028761495445694
Frag_270,-0.007344957567354339,-0.01677780943568838,-0.002894794391068336,-0.024615841360553368,-0.022447548581912478,-0.0025178699904263896,-0.010940742976040944,-0.01888997150864426,-0.018890040981282687,-0.018890040445131626,-0.018889741650443458,0.0027029109330918523
Frag_271,-0.005444505590562697,-0.003969400632744974,0.006900747296142633,0.0004586032260027761,-0.003277473212358997,-0.0006555969786379018,0.003782081073420034,-0.00800470966450421,-0.008004539582320377,-0.008004539026587413,-0.008004828946563146,0.006579182526632344
Frag_272,-0.000492263721936159,-0.005741863445515567,-0.012860037373060913,-0.002094514146820016,0.00494101640557316,0.004999199377789301,0.005218188189161703,-0.02438763699590086,-0.024387351675697052,-0.024387350913197985,-0.024387828530385035,0.014969791155919397
Frag_273,0.0009421757342287435,-0.006263410394087318,-0.002905687469963136,-0.015603194459098387,-0.013626132795813593,0.0005455182961122291,0.004876152417030505,-0.024380505150379657,-0.02438027953663493,-0.02438027877412311,-0.024380517471091975,0.017523822936265795
Frag_274,0.00018393208017029094,0.0029540683955131424,0.0017534918740561354,-0.0071676581847346845,-0.00796285708060653,0.0004292478743411798,0.012066655239269244,-0.003244653762359925,-0.003244144331531932,-0.0032441437672349614,-0.0032453059168234804,0.015523533595290163
Frag_275,0.006053135944093046,-0.002501926375165797,0.0024362907432497983,0.006913845826531812,0.005393342762582065,-0.0012751425596329107,0.008014746000915063,-0.008193279794635227,-0.00819290531035069,-0.008192909452238703,-0.008193662635842593,0.013831283539191852
Frag_276,0.013747061604606176,-0.014416509009249597,-0.0017913981225165345,0.003143334246861469,0.004041954048885348,-0.0021844643194871526,-0.0007780135328390513,-0.03137931036193206,-0.03137935533028075,-0.03137935458035931,-0.03137883549056241,0.014305969628127541
Frag_277,0.028174814415061485,-0.015959851742302668,-0.0062485693491814015,-0.00016913897985418539,0.0032540091033572607,-0.0011332024531001414,-9.655082201055472e-05,-0.03137863936389047,-0.03137883712751247,-0.03137883637759007,-0.03137805821301829,0.008335647433238622
Frag_278,0.03133168623386805,-0.008285716031177165,-0.0004542437104038246,0.004054264402284334,0.0041934809387980535,-0.0010305408456317282,0.00734243189239418,-0.022723824272779723,-0.02272386431865974,-0.02272386355316813,-0.02272347800648538,0.011233355933227121
Frag_279,0.02502670013782014,-0.015805519093102783,-0.008755728683063322,0.0007624941467927014,0.005496615503682699,-0.0035722623675275237,3.721884000838722e-05,-0.03138057263547566,-0.03138084350233329,-0.03138084275241451,-0.03137992500780375,0.006580455961198703
Frag_280,-0.007440460022790528,0.023969593754718126,-0.01196997626019026,0.02379429070614387,0.029722362825737533,0.0068783720217012075,0.03777168721787687,0.003133757268198039,0.003134558731770186,0.003134559639003575,0.003133097026073175,0.031202171582231146
Frag_281,0.0879862931845237,0.014709520110064721,0.044053425329986164,-0.03862120544995921,-0.061668026590077904,-0.00892971606269604,-0.019792317925219072,-0.029626166032292987,-0.029627081757464105,-0.02962707975264719,-0.02962454833544191,-0.006874023437697677
Frag_282,0.0016537215403612153,-0.0034374973872013854,0.008515811549872692,-0.005696828874266269,-0.010191513757629743,-0.0005296899082674626,-0.005789415187690542,-0.013298557271932519,-0.013298878736061509,-0.013298877953615342,-0.013297991274332913,-0.002194492777027583
Frag_283,-0.011758279584543119,-0.00025501609207705355,-0.002199967931379305,0.019446914083689128,0.020174563491858893,0.007702143273871498,0.013527045163105697,0.011933596613948941,0.011933845753397981,0.011933846581235988,0.011933052322168257,0.001858000091273188
Frag_284,0.015579241959639598,-0.011871182005051743,-0.019176923378985123,-0.016389433036223536,-0.00554874360421129,-0.010381697713287692,-0.01452210382749832,-0.012394957675875722,-0.012395507651433293,-0.012395507103599226,-0.012394251660910655,-0.013787152944150553
Frag_285,-0.015635203016775547,0.0006871515032534131,0.02170199023354441,0.020062870073650832,0.00777441435791939,-0.007614765757790663,0.0039006207338395256,-0.008076957559674186,-0.008077278006622871,-0.008077280090827341,-0.008076228558704652,0.0010616422369226419
Frag_286,-0.005716915737318005,0.0006512596342169212,-0.0070966393054992605,-0.016111316217051964,-0.011848296686674524,-0.004488931930539951,-0.016757201412310376,0.009321796868560541,0.009322063557345278,0.00932206414424722,0.009321462904093292,0.0029082929775385777
Frag_287,0.0035803470141585075,-0.0070548569726779226,-0.019675888622678866,-0.022449456568483975,-0.011205486841829126,-0.0056711374384617735,-0.02102204347269551,0.004364462179634013,0.004364565632960721,0.004364566210944579,0.00436427559615209,-0.0029437159234348828
Frag_288,-0.0065937657434617224,-0.014527681857967123,-0.03432981214701438,-0.029212091414134292,-0.009848438159812522,-0.006794266846446188,-0.02533115294918743,-0.000591749872324009,-0.0005918049436089343,-0.0005918043745411482,-0.0005917890996867869,-0.008468848243675236
Frag_289,0.0016531264862179292,-0.0010187677812581065,0.0012955484404135664,-0.010367208580178248,-0.010821865466010048,-0.003657951655097374,-0.00484191849235335,0.007662649087929434,0.0076628572442685545,0.007662857661177911,0.007662422430285218,-0.0004911411077554904
Frag_290,0.0209113819197314,-0.0025389873889781634,-0.008842104739428034,-0.005683356073727062,-0.0007250239854396256,-0.007343689949606096,-0.013647706032653095,0.015016806863498811,0.015017023573910236,0.015017024299226332,0.015016613419395142,-0.00015632809265085613
Frag_291,0.01994450916827348,-0.01170711568008395,-0.025632367465154515,-0.014217270412157446,7.978974067087677e-05,-0.008847046131569567,-0.018902437717455957,0.008945591029968324,0.008945619321854332,0.008945620036248535,0.008945589592764303,-0.007016844753116931
Frag_292,-0.010217648450224368,0.0035561054361187574,-0.008120835652655397,0.005025577580984909,0.009307350134123692,-0.002921489394585898,-0.006869571433723932,0.008955774941790227,0.008956173429438889,0.008956174015682638,0.008955439690394822,0.009678755329639204
Frag_293,0.0026035218614669604,-0.0040973328579543234,-0.01978094423521634,-0.0018395215963008628,0.008964515662568477,-0.0035927533002967434,-0.010982962770299615,0.003996688187636662,0.00399687644583297,0.003996877023155401,0.003996566115739244,0.0032452996204252534
Frag_294,0.002098017999736912,-0.0015508748085653887,0.006234838541359318,-0.01634946611474813,-0.019346524244670413,-0.0032378579639532005,-0.001859987715068916,0.0030771186751929604,0.0030773179268836085,0.0030773183355439744,0.0030769005925509263,0.0011308425184190273
Frag_295,-0.011413226468399878,-0.002336367193762853,-0.0023695632876061606,-0.016550448151596155,-0.014876654371028286,-0.0029063283569872836,-0.007245229878689353,-0.0024862068025428724,-0.002485913677610648,-0.0024859131119502,-0.002486570443546297,0.006010756931181891
Frag_296,0.009424786567784272,-0.010998223415893712,-0.019938508087678854,-0.021366264172449308,-0.010005570448559747,-0.003909327409135658,-0.011518474670640723,-0.0074443682032119,-0.007444233626443672,-0.007444233069702778,-0.007444626719014492,0.00036413283338678935
Frag_297,0.046996354898103325,0.00010266874151912071,-0.010516999062227382,0.006104660205875504,0.011669659995454442,-0.004590789238790039,-0.0023863541979455695,-0.0008944785215391007,-0.0008940689404819083,-0.0008940753263036011,-0.0008946724212732921,0.01456666994882923
Frag_298,0.009781120817987961,-0.0016214406723174914,-0.00215947162887495,0.0024786111609725993,0.0035791864185280185,-0.0014260420860785189,0.0037224435144919544,-0.0016926950520563398,-0.0016923500642562054,-0.0016923541944507301,-0.0016929682353919529,0.009081398916703893
Frag_299,-0.006450222620833299,0.00046312485324808214,-0.007858216187655472,0.004161950879573188,0.008307420870692743,-0.0012497739156230663,0.002912716722580136,-0.0028545444616373842,-0.002854218208754065,-0.002854217643756124,-0.0028547637275011233,0.0115387831607902
Frag_300,0.006274182206232418,-0.007333299893415114,-0.02135663754560366,-0.0004196610520592315,0.011192933341916575,-0.0030979537723805997,-0.0014226239960661322,-0.00781234417591908,-0.00781214358585185,-0.007812147727055321,-0.007812425444740889,0.006220483977777945
Frag_301,-0.0018981265700086516,0.0015166939804373571,-0.004601793520687241,-0.000800242271028502,0.0017364601804133542,-0.003317131844625472,-0.015965306184859637,0.009913426550971348,0.009913545377587837,0.009913545965554004,0.009913239184160606,-8.858052705025776e-05
Frag_302,0.003533505955207049,-0.0002776797198405633,-0.019220758184971685,-0.008133569502685544,0.0025292321906068517,0.0010019485543091011,-0.02365882063425117,0.002421181003897221,0.0024212838871871876,0.002421280754337613,0.0024208791775438914,-0.0001634125432768312
Frag_303,0.014494520890426127,-0.009458098006809605,-0.03335202356693411,-0.016165488927504017,0.0023542710224280653,-0.00047204574597307437,-0.028897150654706164,-0.003649996475026942,-0.0036500935163199305,-0.0036500966600913494,-0.0036500832830760614,-0.007284934330966173
Frag_304,0.007374462367188029,-0.01613060816871549,-0.03573055547787757,-0.014465779294100459,0.005318424139779984,-0.010566742000749524,-0.02170435077038494,0.0038653234517340416,0.0038650273868626878,0.003865027796940153,0.0038656923690103483,-0.014086737765854337
Frag_305,0.0018647124660716803,0.016356995737630345,0.00020406051016872448,0.00474746021651513,0.004521971636663753,0.027194941212039293,0.017535940231003227,0.0028776492940852695,0.0028782233009079622,0.002878223876218333,0.0028767394066187644,0.014158157361193491
Frag_306,-0.01646039411286323,0.018998736933098836,-0.006247442176875017,0.015603620225708135,0.01862554842651834,0.027672965257363784,0.017601214926646905,0.007577697009161501,0.007578506559401877,0.0075785072713366874,0.007576521562585286,0.02048663697995977
Frag_307,0.016549594987516736,0.009830608641992943,-0.01643310725543754,0.008145409339184777,0.0168759471731558,0.02567032445342441,0.012486047628295123,0.0015040840127375178,0.001504678266940768,0.0015046789679493142,0.0015031236384117446,0.013037973508489039
Frag_308,-0.027158532882565267,0.016460907873154292,-0.0030309172034684814,0.02699412419606911,0.02799173436715838,0.03980331078262157,0.02938398357397895,-0.006884202625466077,-0.006883353017618757,-0.006883352331699553,-0.006885445116686293,0.023590344935883335
